latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,brightness
48.6877,-118.17149,295.39,0.41,0.37,2025-09-09,949,N,VIIRS,60,2.0NRT,278.74,1.01,N,295.39
46.51335,-84.39725,308.9,0.49,0.48,2025-09-07,703,N,VIIRS,60,2.0NRT,273.59,1.21,N,308.9
56.27498,-116.6797,305.95,0.44,0.62,2025-09-09,1128,N,VIIRS,60,2.0NRT,282.45,0.9,N,305.95
41.5696,-84.04858,297.32,0.67,0.74,2025-09-07,845,N,VIIRS,60,2.0NRT,280.74,1.67,N,297.32
37.02103,-119.13667,308.68,0.4,0.4,2025-09-15,940,N,VIIRS,60,2.0URT,285.06,1.25,N,308.68
30.79205,-94.92819,350.74,0.51,0.66,2025-09-12,1834,N,VIIRS,60,2.0NRT,288.27,9.42,D,350.74
33.10612,-86.80067,295.97,0.5,0.4,2025-09-15,759,N,VIIRS,60,2.0URT,275.38,1.06,N,295.97
56.68297,-121.76509,302.44,0.41,0.61,2025-09-08,1147,N,VIIRS,60,2.0NRT,281.84,0.75,N,302.44
52.77021,-124.50288,309.06,0.4,0.6,2025-09-10,930,N,VIIRS,60,2.0NRT,276.79,1.39,N,309.06
61.61914,-121.09238,302.25,0.53,0.67,2025-09-06,902,N,VIIRS,60,2.0NRT,284.44,1.8,N,302.25
33.78099,-90.81749,350.99,0.39,0.44,2025-09-09,1930,N,VIIRS,60,2.0NRT,305.48,7.89,D,350.99
55.35138,-109.26014,335.06,0.39,0.36,2025-09-10,928,N,VIIRS,60,2.0NRT,290.79,2.34,N,335.06
55.53268,-109.24673,342.31,0.51,0.41,2025-09-12,2021,N,VIIRS,60,2.0NRT,296.51,7.51,D,342.31
52.41264,-124.88162,299.85,0.69,0.74,2025-09-07,1206,N,VIIRS,60,2.0NRT,277.11,3.16,N,299.85
25.28571,-111.82757,336.04,0.43,0.46,2025-09-12,2014,N,VIIRS,60,2.0NRT,297.91,5.41,D,336.04
36.92656,-118.97455,306.17,0.33,0.55,2025-09-06,907,N,VIIRS,60,2.0NRT,284.52,0.92,N,306.17
56.40055,-114.8448,296.74,0.39,0.36,2025-09-14,954,N,VIIRS,60,2.0NRT,286.29,0.52,N,296.74
55.65169,-109.55991,299.75,0.4,0.37,2025-09-10,928,N,VIIRS,60,2.0NRT,286.0,1.22,N,299.75
34.27843,-85.55911,341.01,0.47,0.48,2025-09-13,1815,N,VIIRS,60,2.0NRT,298.31,4.34,D,341.01
61.133,-121.87628,302.14,0.38,0.36,2025-09-06,1041,N,VIIRS,60,2.0NRT,288.11,0.71,N,302.14
55.35191,-109.38391,335.9,0.38,0.44,2025-09-13,1011,N,VIIRS,60,2.0NRT,294.35,2.69,N,335.9
37.01995,-119.13815,316.26,0.38,0.36,2025-09-09,952,N,VIIRS,60,2.0NRT,263.17,4.75,N,316.26
32.31564,-90.13492,316.43,0.45,0.47,2025-09-14,818,N,VIIRS,60,2.0NRT,292.53,1.39,N,316.43
47.70114,-120.43639,328.05,0.46,0.39,2025-09-07,1028,N,VIIRS,60,2.0NRT,266.03,4.57,N,328.05
34.24218,-96.0384,343.67,0.34,0.56,2025-09-07,2008,N,VIIRS,60,2.0NRT,295.5,3.21,D,343.67
51.96505,-124.66568,306.67,0.46,0.39,2025-09-11,1051,N,VIIRS,60,2.0NRT,284.86,1.1,N,306.67
55.3546,-109.38658,308.26,0.38,0.58,2025-09-13,833,N,VIIRS,60,2.0NRT,288.28,1.06,N,308.26
35.18867,-94.86651,341.19,0.44,0.46,2025-09-08,1949,N,VIIRS,60,2.0NRT,299.0,3.82,D,341.19
40.02541,-74.25131,297.58,0.38,0.36,2025-09-13,654,N,VIIRS,60,2.0NRT,285.69,0.35,N,297.58
52.76804,-124.51686,349.8,0.43,0.46,2025-09-08,2136,N,VIIRS,60,2.0NRT,292.15,11.11,D,349.8
38.59999,-82.82381,309.94,0.56,0.43,2025-09-10,752,N,VIIRS,60,2.0NRT,287.53,1.58,N,309.94
51.99416,-124.74564,330.12,0.52,0.5,2025-09-07,2014,N,VIIRS,60,2.0NRT,292.21,4.89,D,330.12
52.69177,-124.5017,326.82,0.42,0.46,2025-09-10,1110,N,VIIRS,60,2.0NRT,309.11,43.4,N,326.82
61.37154,-117.3834,299.8,0.4,0.37,2025-09-13,1011,N,VIIRS,60,2.0NRT,277.06,1.16,N,299.8
37.23482,-82.0425,312.92,0.44,0.46,2025-09-10,752,N,VIIRS,60,2.0NRT,285.28,2.28,N,312.92
40.89309,-77.7083,322.27,0.52,0.41,2025-09-08,648,N,VIIRS,60,2.0NRT,280.99,2.88,N,322.27
41.11983,-85.35268,324.62,0.36,0.57,2025-09-08,828,N,VIIRS,60,2.0NRT,280.6,2.82,N,324.62
52.24583,-124.85255,332.9,0.48,0.48,2025-09-13,2144,N,VIIRS,60,2.0NRT,281.33,37.73,D,332.9
61.61195,-121.13246,315.89,0.33,0.55,2025-09-10,926,N,VIIRS,60,2.0NRT,282.79,1.64,N,315.89
39.97967,-86.83224,299.41,0.4,0.6,2025-09-13,654,N,VIIRS,60,2.0NRT,285.84,1.3,N,299.41
52.66229,-125.61032,301.45,0.4,0.37,2025-09-07,1026,N,VIIRS,60,2.0NRT,282.23,0.83,N,301.45
52.36414,-124.35388,332.13,0.45,0.39,2025-09-11,2040,N,VIIRS,60,2.0NRT,278.93,4.65,D,332.13
42.05016,-73.97626,301.44,0.4,0.37,2025-09-08,646,N,VIIRS,60,2.0NRT,282.93,0.41,N,301.44
49.33763,-120.85066,319.34,0.41,0.45,2025-09-06,1045,N,VIIRS,60,2.0NRT,288.16,2.81,N,319.34
29.02807,-95.66433,302.39,0.47,0.48,2025-09-13,837,N,VIIRS,60,2.0NRT,291.96,0.75,N,302.39
47.76982,-120.57504,305.14,0.38,0.36,2025-09-08,1009,N,VIIRS,60,2.0NRT,285.1,1.03,N,305.14
47.86506,-102.87883,338.39,0.75,0.77,2025-09-08,1813,N,VIIRS,60,2.0NRT,288.87,6.26,D,338.39
52.68843,-124.67382,339.94,0.42,0.46,2025-09-08,2136,N,VIIRS,60,2.0NRT,290.7,7.2,D,339.94
52.85582,-124.70509,367.0,0.33,0.56,2025-09-07,2155,N,VIIRS,80,2.0NRT,301.87,18.73,D,367.0
40.25463,-82.48638,298.06,0.43,0.62,2025-09-14,635,N,VIIRS,60,2.0NRT,283.52,0.65,N,298.06
43.26897,-79.80762,309.85,0.46,0.47,2025-09-08,646,N,VIIRS,60,2.0NRT,286.57,1.54,N,309.85
52.83681,-124.92319,320.67,0.4,0.37,2025-09-06,1043,N,VIIRS,60,2.0NRT,282.9,2.98,N,320.67
52.79403,-124.59499,356.29,0.49,0.48,2025-09-07,2017,N,VIIRS,60,2.0NRT,302.73,16.34,D,356.29
61.81247,-120.99513,355.93,0.4,0.37,2025-09-06,2036,N,VIIRS,60,2.0NRT,299.73,14.06,D,355.93
30.72362,-109.57687,319.02,0.44,0.63,2025-09-14,820,N,VIIRS,60,2.0NRT,289.23,1.66,N,319.02
59.31756,-122.56578,355.24,0.4,0.45,2025-09-09,2121,N,VIIRS,60,2.0NRT,297.01,123.37,D,355.24
41.18124,-87.86011,311.0,0.54,0.51,2025-09-08,828,N,VIIRS,60,2.0NRT,280.88,2.16,N,311.0
61.80829,-120.96426,295.17,0.41,0.45,2025-09-09,1125,N,VIIRS,60,2.0NRT,283.55,1.15,N,295.17
33.71614,-117.71139,300.68,0.43,0.38,2025-09-09,954,N,VIIRS,60,2.0NRT,289.42,0.46,N,300.68
40.39281,-79.85485,347.91,0.4,0.37,2025-09-08,1811,N,VIIRS,60,2.0NRT,306.2,7.02,D,347.91
55.31464,-109.42752,295.8,0.49,0.49,2025-09-07,1024,N,VIIRS,60,2.0NRT,274.35,1.22,N,295.8
62.94499,-117.13852,322.42,0.41,0.37,2025-09-06,1043,N,VIIRS,60,2.0NRT,286.71,1.61,N,322.42
41.46093,-81.67818,314.76,0.62,0.54,2025-09-09,809,N,VIIRS,60,2.0NRT,284.67,3.5,N,314.76
29.37577,-94.93491,309.8,0.45,0.39,2025-09-10,754,N,VIIRS,60,2.0NRT,296.9,1.67,N,309.8
55.34481,-109.27226,344.15,0.43,0.46,2025-09-06,2034,N,VIIRS,60,2.0NRT,297.54,117.28,D,344.15
62.90223,-117.17249,299.13,0.4,0.6,2025-09-06,902,N,VIIRS,60,2.0NRT,282.96,1.9,N,299.13
62.95107,-117.15058,303.15,0.41,0.37,2025-09-06,1043,N,VIIRS,60,2.0NRT,283.45,1.81,N,303.15
55.4752,-109.33482,309.33,0.39,0.37,2025-09-10,928,N,VIIRS,60,2.0NRT,269.61,2.52,N,309.33
58.39634,-115.91795,335.09,0.5,0.49,2025-09-10,1919,N,VIIRS,60,2.0NRT,295.32,3.43,D,335.09
46.06636,-115.37113,335.23,0.38,0.36,2025-09-06,2032,N,VIIRS,60,2.0NRT,296.03,12.42,D,335.23
30.27231,-91.86148,350.32,0.39,0.36,2025-09-10,1910,N,VIIRS,60,2.0NRT,301.68,8.55,D,350.32
59.39909,-111.53645,295.21,0.47,0.64,2025-09-13,830,N,VIIRS,60,2.0NRT,283.38,2.16,N,295.21
53.02421,-124.89494,318.77,0.65,0.73,2025-09-11,909,N,VIIRS,60,2.0NRT,280.14,3.7,N,318.77
36.95653,-118.98008,356.54,0.54,0.68,2025-09-06,1047,N,VIIRS,60,2.0NRT,289.02,12.64,N,356.54
55.3324,-109.39892,303.26,0.38,0.59,2025-09-13,833,N,VIIRS,60,2.0NRT,285.14,3.83,N,303.26
36.96128,-118.98138,332.37,0.61,0.53,2025-09-07,1030,N,VIIRS,60,2.0NRT,288.78,8.12,N,332.37
55.36671,-107.17838,343.27,0.4,0.44,2025-09-12,2021,N,VIIRS,60,2.0NRT,301.6,5.07,D,343.27
36.95642,-119.07901,367.0,0.38,0.59,2025-09-07,2010,N,VIIRS,80,2.0NRT,312.61,108.48,D,367.0
52.77731,-124.97475,330.36,0.52,0.41,2025-09-08,1009,N,VIIRS,60,2.0NRT,281.06,4.67,N,330.36
48.68585,-118.20271,325.31,0.44,0.62,2025-09-13,2142,N,VIIRS,60,2.0NRT,290.52,32.24,D,325.31
33.32633,-88.30067,333.57,0.39,0.44,2025-09-12,1834,N,VIIRS,60,2.0NRT,297.75,3.05,D,333.57
47.38213,-120.85122,350.73,0.5,0.49,2025-09-10,930,N,VIIRS,60,2.0NRT,288.71,7.3,N,350.73
47.37568,-120.78667,367.0,0.33,0.55,2025-09-13,2142,N,VIIRS,80,2.0NRT,304.16,7.77,D,367.0
37.5817,-95.21454,334.6,0.42,0.38,2025-09-09,1932,N,VIIRS,60,2.0NRT,293.26,5.58,D,334.6
52.54604,-125.56647,346.43,0.39,0.44,2025-09-08,2136,N,VIIRS,60,2.0NRT,306.37,43.65,D,346.43
59.46945,-111.77399,313.08,0.42,0.37,2025-09-13,1013,N,VIIRS,60,2.0NRT,282.28,1.45,N,313.08
32.55007,-94.05705,337.44,0.47,0.4,2025-09-14,1938,N,VIIRS,60,2.0NRT,298.86,8.87,D,337.44
47.38763,-120.86269,302.37,0.69,0.74,2025-09-12,852,N,VIIRS,60,2.0NRT,284.64,2.38,N,302.37
47.95344,-104.32824,298.65,0.33,0.55,2025-09-14,813,N,VIIRS,60,2.0NRT,283.88,0.31,N,298.65
49.3824,-96.82098,331.08,0.39,0.36,2025-09-10,1917,N,VIIRS,60,2.0NRT,298.55,4.71,D,331.08
39.97468,-86.83209,300.01,0.45,0.47,2025-09-14,816,N,VIIRS,60,2.0NRT,289.97,0.61,N,300.01
46.51678,-84.39562,304.25,0.56,0.52,2025-09-08,826,N,VIIRS,60,2.0NRT,276.61,1.51,N,304.25
62.85155,-116.5384,304.58,0.42,0.37,2025-09-06,1043,N,VIIRS,60,2.0NRT,282.17,2.03,N,304.58
40.31385,-80.60748,319.96,0.44,0.46,2025-09-10,750,N,VIIRS,60,2.0NRT,285.34,3.2,N,319.96
55.35675,-109.38143,321.73,0.4,0.37,2025-09-09,945,N,VIIRS,60,2.0NRT,283.15,2.7,N,321.73
32.78136,-82.52488,303.46,0.45,0.39,2025-09-11,733,N,VIIRS,60,2.0NRT,286.84,0.9,N,303.46
55.92074,-109.74766,339.19,0.54,0.42,2025-09-13,1011,N,VIIRS,60,2.0NRT,292.58,4.75,N,339.19
33.63935,-94.11408,299.39,0.34,0.56,2025-09-07,850,N,VIIRS,60,2.0NRT,287.32,0.83,N,299.39
47.70813,-120.45198,325.8,0.46,0.39,2025-09-07,1028,N,VIIRS,60,2.0NRT,271.28,2.66,N,325.8
47.7263,-120.43025,317.8,0.38,0.36,2025-09-08,1009,N,VIIRS,60,2.0NRT,288.69,5.59,N,317.8
47.7361,-120.56295,335.85,0.39,0.36,2025-09-10,2057,N,VIIRS,60,2.0NRT,296.47,5.72,D,335.85
51.98575,-124.65272,316.99,0.42,0.37,2025-09-06,1045,N,VIIRS,60,2.0NRT,286.43,1.41,N,316.99
55.49322,-109.3275,300.28,0.49,0.49,2025-09-12,850,N,VIIRS,60,2.0NRT,284.43,2.22,N,300.28
53.06868,-125.00311,315.55,0.52,0.42,2025-09-08,1009,N,VIIRS,60,2.0NRT,284.63,2.16,N,315.55
55.42761,-109.32093,345.82,0.56,0.52,2025-09-07,843,N,VIIRS,60,2.0NRT,290.98,13.45,N,345.82
32.32911,-87.19694,347.13,0.59,0.53,2025-09-09,1930,N,VIIRS,60,2.0NRT,305.54,32.56,D,347.13
32.13899,-101.49261,300.67,0.33,0.55,2025-09-11,915,N,VIIRS,60,2.0NRT,290.46,0.49,N,300.67
36.99871,-119.09235,304.67,0.62,0.71,2025-09-07,850,N,VIIRS,60,2.0NRT,286.44,2.13,N,304.67
36.73542,-96.38567,354.62,0.44,0.62,2025-09-12,1836,N,VIIRS,60,2.0NRT,297.19,11.59,D,354.62
32.14529,-101.97356,307.0,0.7,0.7,2025-09-15,940,N,VIIRS,60,2.0URT,286.72,1.63,N,307.0
52.5575,-125.57118,351.98,0.54,0.42,2025-09-08,1009,N,VIIRS,60,2.0NRT,290.58,8.07,N,351.98
52.80365,-124.96353,340.98,0.5,0.49,2025-09-07,2017,N,VIIRS,60,2.0NRT,298.62,19.75,D,340.98
55.52417,-109.28064,333.22,0.39,0.36,2025-09-10,928,N,VIIRS,60,2.0NRT,285.93,19.13,N,333.22
31.0651,-91.01216,327.08,0.32,0.55,2025-09-08,1947,N,VIIRS,60,2.0NRT,297.43,6.16,D,327.08
31.95714,-89.2525,367.0,0.47,0.64,2025-09-13,837,N,VIIRS,80,2.0NRT,291.57,15.05,N,367.0
37.0106,-119.08038,308.22,0.52,0.42,2025-09-08,1013,N,VIIRS,60,2.0NRT,283.46,6.2,N,308.22
55.91321,-109.73398,295.21,0.54,0.42,2025-09-13,1011,N,VIIRS,60,2.0NRT,282.97,1.41,N,295.21
62.21203,-115.78672,333.91,0.44,0.38,2025-09-06,1041,N,VIIRS,60,2.0NRT,290.0,4.84,N,333.91
49.20716,-116.25858,311.45,0.5,0.41,2025-09-10,930,N,VIIRS,60,2.0NRT,270.55,2.83,N,311.45
52.7699,-124.57937,324.08,0.68,0.74,2025-09-07,1206,N,VIIRS,60,2.0NRT,279.16,7.14,N,324.08
47.94136,-118.50504,305.34,0.32,0.55,2025-09-11,911,N,VIIRS,60,2.0NRT,286.84,1.16,N,305.34
52.87891,-124.86657,308.94,0.52,0.5,2025-09-09,947,N,VIIRS,60,2.0NRT,276.42,10.43,N,308.94
51.95932,-124.72038,308.44,0.5,0.41,2025-09-08,1009,N,VIIRS,60,2.0NRT,285.21,1.07,N,308.44
30.00813,-93.97157,306.34,0.45,0.47,2025-09-08,833,N,VIIRS,60,2.0NRT,289.56,1.3,N,306.34
41.627,-87.1495,297.55,0.57,0.69,2025-09-12,854,N,VIIRS,60,2.0NRT,286.83,1.65,N,297.55
61.5243,-134.62566,302.45,0.4,0.37,2025-09-08,1147,N,VIIRS,60,2.0NRT,278.85,1.08,N,302.45
33.4181,-110.85851,340.49,0.44,0.38,2025-09-12,2017,N,VIIRS,60,2.0NRT,309.89,12.66,D,340.49
63.00677,-117.13979,330.52,0.41,0.37,2025-09-13,1011,N,VIIRS,60,2.0NRT,287.91,3.66,N,330.52
52.4081,-124.85743,344.49,0.51,0.5,2025-09-07,2014,N,VIIRS,60,2.0NRT,293.64,26.04,D,344.49
52.19643,-124.87923,297.77,0.45,0.39,2025-09-11,1051,N,VIIRS,60,2.0NRT,282.27,1.63,N,297.77
36.93993,-119.08351,340.41,0.43,0.46,2025-09-06,2029,N,VIIRS,60,2.0NRT,297.62,10.89,D,340.41
52.85008,-124.91472,345.89,0.44,0.38,2025-09-09,2118,N,VIIRS,60,2.0NRT,299.47,9.75,D,345.89
59.90389,-122.43256,295.81,0.39,0.36,2025-09-06,1041,N,VIIRS,60,2.0NRT,280.88,0.32,N,295.81
46.5727,-114.78906,345.95,0.45,0.39,2025-09-07,2012,N,VIIRS,60,2.0NRT,310.51,21.32,D,345.95
34.70923,-98.65627,367.0,0.36,0.58,2025-09-11,1853,N,VIIRS,80,2.0NRT,308.21,23.81,D,367.0
59.37955,-122.69373,297.07,0.41,0.37,2025-09-07,1024,N,VIIRS,60,2.0NRT,283.63,0.85,N,297.07
61.73761,-117.62948,296.56,0.42,0.37,2025-09-06,1041,N,VIIRS,60,2.0NRT,274.82,0.87,N,296.56
32.95087,-84.15341,367.0,0.41,0.37,2025-09-12,1834,N,VIIRS,80,2.0NRT,328.06,165.6,D,367.0
51.95376,-124.6821,303.67,0.63,0.72,2025-09-11,909,N,VIIRS,60,2.0NRT,283.32,3.12,N,303.67
44.98833,-120.55614,295.12,0.55,0.51,2025-09-06,1045,N,VIIRS,60,2.0NRT,274.51,1.71,N,295.12
55.49711,-109.27681,351.56,0.39,0.59,2025-09-10,2059,N,VIIRS,60,2.0NRT,297.44,11.26,D,351.56
55.39788,-109.30687,326.09,0.56,0.52,2025-09-07,843,N,VIIRS,60,2.0NRT,289.64,3.27,N,326.09
41.63986,-87.40923,322.38,0.47,0.64,2025-09-07,845,N,VIIRS,60,2.0NRT,283.83,3.96,N,322.38
28.70086,-96.54092,305.55,0.4,0.37,2025-09-14,820,N,VIIRS,60,2.0NRT,295.53,1.34,N,305.55
52.84125,-124.90825,298.69,0.4,0.37,2025-09-06,1043,N,VIIRS,60,2.0NRT,280.8,1.29,N,298.69
36.96619,-119.07615,299.57,0.53,0.67,2025-09-06,1047,N,VIIRS,60,2.0NRT,284.24,1.59,N,299.57
55.4983,-109.26214,338.22,0.54,0.51,2025-09-11,1900,N,VIIRS,60,2.0NRT,293.81,6.62,D,338.22
47.75141,-120.5038,303.76,0.48,0.48,2025-09-10,930,N,VIIRS,60,2.0NRT,277.37,1.53,N,303.76
61.47414,-117.65259,351.56,0.4,0.37,2025-09-12,2023,N,VIIRS,60,2.0NRT,303.96,53.15,D,351.56
54.64778,-118.92846,295.54,0.44,0.62,2025-09-06,905,N,VIIRS,60,2.0NRT,285.26,0.63,N,295.54
46.47728,-118.54493,323.99,0.4,0.37,2025-09-09,949,N,VIIRS,60,2.0NRT,287.55,4.56,N,323.99
46.76022,-71.19338,295.21,0.39,0.36,2025-09-08,646,N,VIIRS,60,2.0NRT,283.96,0.62,N,295.21
55.38389,-109.23798,349.6,0.44,0.46,2025-09-06,2034,N,VIIRS,60,2.0NRT,298.32,41.6,D,349.6
52.74092,-124.54449,328.0,0.34,0.56,2025-09-07,2155,N,VIIRS,60,2.0NRT,287.93,26.07,D,328.0
61.55519,-120.94,299.84,0.37,0.58,2025-09-07,1204,N,VIIRS,60,2.0NRT,279.27,1.49,N,299.84
31.68678,-112.61959,347.97,0.34,0.56,2025-09-13,1955,N,VIIRS,60,2.0NRT,316.22,12.54,D,347.97
41.92993,-91.71599,299.96,0.45,0.39,2025-09-10,750,N,VIIRS,60,2.0NRT,283.58,0.79,N,299.96
56.74414,-108.66551,298.73,0.39,0.37,2025-09-10,928,N,VIIRS,60,2.0NRT,284.24,0.9,N,298.73
49.35318,-120.82868,313.27,0.5,0.66,2025-09-06,905,N,VIIRS,60,2.0NRT,285.39,2.06,N,313.27
34.06947,-90.94427,337.68,0.66,0.73,2025-09-07,2008,N,VIIRS,60,2.0NRT,300.13,9.53,D,337.68
61.68933,-121.08304,312.64,0.39,0.36,2025-09-06,1041,N,VIIRS,60,2.0NRT,285.63,2.66,N,312.64
52.70112,-124.54402,307.82,0.45,0.39,2025-09-11,1051,N,VIIRS,60,2.0NRT,279.25,2.33,N,307.82
48.33876,-118.36716,299.41,0.32,0.55,2025-09-11,1051,N,VIIRS,60,2.0NRT,288.07,1.38,N,299.41
46.86168,-121.31439,317.31,0.38,0.36,2025-09-08,1009,N,VIIRS,60,2.0NRT,280.13,1.26,N,317.31
62.78186,-116.55515,303.59,0.38,0.59,2025-09-06,902,N,VIIRS,60,2.0NRT,279.02,1.5,N,303.59
55.39005,-109.35402,338.48,0.49,0.49,2025-09-07,1024,N,VIIRS,60,2.0NRT,285.93,10.24,N,338.48
62.95516,-117.11909,315.76,0.41,0.37,2025-09-13,1011,N,VIIRS,60,2.0NRT,280.34,3.05,N,315.76
36.9926,-119.07611,300.64,0.41,0.45,2025-09-13,1017,N,VIIRS,60,2.0NRT,279.71,1.2,N,300.64
61.70958,-121.19466,339.87,0.39,0.36,2025-09-06,2036,N,VIIRS,60,2.0NRT,292.63,6.44,D,339.87
37.42756,-78.89771,296.73,0.63,0.54,2025-09-10,752,N,VIIRS,60,2.0NRT,283.54,0.7,N,296.73
45.05079,-120.48457,345.21,0.55,0.51,2025-09-06,1045,N,VIIRS,60,2.0NRT,266.47,11.68,N,345.21
48.59057,-114.34,299.54,0.57,0.43,2025-09-13,1013,N,VIIRS,60,2.0NRT,279.46,0.94,N,299.54
47.36295,-120.82383,301.01,0.49,0.65,2025-09-06,907,N,VIIRS,60,2.0NRT,281.57,2.3,N,301.01
32.59348,-86.33704,367.0,0.39,0.36,2025-09-11,1851,N,VIIRS,80,2.0NRT,312.21,13.14,D,367.0
60.35894,-122.86741,326.7,0.41,0.45,2025-09-09,2121,N,VIIRS,60,2.0NRT,294.11,1.65,D,326.7
52.81487,-124.97923,328.02,0.38,0.59,2025-09-08,1955,N,VIIRS,60,2.0NRT,289.01,18.88,D,328.02
47.90042,-115.98522,298.16,0.45,0.39,2025-09-08,1009,N,VIIRS,60,2.0NRT,280.83,0.75,N,298.16
41.63612,-87.13469,324.0,0.45,0.39,2025-09-11,731,N,VIIRS,60,2.0NRT,288.1,3.3,N,324.0
33.5596,-91.03063,328.82,0.79,0.78,2025-09-12,2014,N,VIIRS,60,2.0NRT,293.77,6.9,D,328.82
55.51393,-109.35707,303.64,0.39,0.37,2025-09-10,928,N,VIIRS,60,2.0NRT,270.49,1.1,N,303.64
47.55632,-123.42236,297.02,0.39,0.36,2025-09-13,1015,N,VIIRS,60,2.0NRT,283.49,0.47,N,297.02
59.49671,-111.64681,315.53,0.32,0.55,2025-09-12,850,N,VIIRS,60,2.0NRT,287.69,0.96,N,315.53
43.69787,-116.28915,295.73,0.4,0.4,2025-09-15,938,N,VIIRS,60,2.0URT,279.87,0.16,N,295.73
55.49261,-109.2859,367.0,0.38,0.59,2025-09-10,2059,N,VIIRS,80,2.0NRT,300.29,75.23,D,367.0
59.8914,-122.47529,299.87,0.41,0.37,2025-09-07,1024,N,VIIRS,60,2.0NRT,281.16,3.49,N,299.87
61.54079,-117.61479,311.39,0.74,0.76,2025-09-13,830,N,VIIRS,60,2.0NRT,280.65,3.14,N,311.39
30.18107,-94.43546,335.04,0.4,0.44,2025-09-08,1947,N,VIIRS,60,2.0NRT,300.91,2.63,D,335.04
63.98771,-124.87736,327.81,0.41,0.37,2025-09-07,2017,N,VIIRS,60,2.0NRT,288.05,3.17,D,327.81
61.65179,-121.23792,296.12,0.48,0.65,2025-09-11,907,N,VIIRS,60,2.0NRT,281.23,0.8,N,296.12
36.99999,-119.04767,312.73,0.52,0.42,2025-09-08,1013,N,VIIRS,60,2.0NRT,279.33,2.53,N,312.73
61.69409,-121.11098,312.9,0.39,0.36,2025-09-06,1041,N,VIIRS,60,2.0NRT,286.73,1.75,N,312.9
59.47081,-111.78095,296.49,0.42,0.37,2025-09-13,1013,N,VIIRS,60,2.0NRT,275.14,1.45,N,296.49
63.1279,-119.24358,333.61,0.36,0.57,2025-09-12,1843,N,VIIRS,60,2.0NRT,293.04,2.9,D,333.61
31.84979,-93.44862,297.31,0.41,0.37,2025-09-09,811,N,VIIRS,60,2.0NRT,286.68,0.66,N,297.31
61.69698,-121.11314,299.66,0.41,0.45,2025-09-09,1125,N,VIIRS,60,2.0NRT,282.93,0.7,N,299.66
31.59073,-87.326,328.79,0.76,0.77,2025-09-09,1749,N,VIIRS,60,2.0NRT,290.48,4.17,D,328.79
61.64367,-121.13652,311.27,0.54,0.68,2025-09-06,902,N,VIIRS,60,2.0NRT,285.73,2.9,N,311.27
48.59393,-114.34053,295.51,0.5,0.49,2025-09-06,905,N,VIIRS,60,2.0NRT,281.48,0.17,N,295.51
47.67833,-120.4502,367.0,0.66,0.73,2025-09-12,852,N,VIIRS,80,2.0NRT,292.13,24.66,N,367.0
35.81478,-89.99146,352.01,0.45,0.47,2025-09-09,1932,N,VIIRS,60,2.0NRT,298.68,47.12,D,352.01
38.02979,-122.10109,307.48,0.39,0.36,2025-09-14,958,N,VIIRS,60,2.0NRT,287.39,0.43,N,307.48
37.0389,-119.10248,296.11,0.52,0.42,2025-09-08,1013,N,VIIRS,60,2.0NRT,280.71,1.15,N,296.11
32.32689,-87.19178,349.33,0.59,0.53,2025-09-09,1930,N,VIIRS,60,2.0NRT,302.83,31.7,D,349.33
37.00032,-119.0886,353.01,0.52,0.42,2025-09-08,1013,N,VIIRS,60,2.0NRT,299.55,13.83,N,353.01
41.4518,-81.67404,321.43,0.53,0.67,2025-09-08,828,N,VIIRS,60,2.0NRT,281.07,2.65,N,321.43
39.87338,-86.48836,297.47,0.47,0.64,2025-09-08,648,N,VIIRS,60,2.0NRT,281.7,1.32,N,297.47
31.16245,-87.98048,305.17,0.4,0.37,2025-09-11,733,N,VIIRS,60,2.0NRT,291.99,0.84,N,305.17
37.52965,-76.71264,306.32,0.4,0.37,2025-09-13,657,N,VIIRS,60,2.0NRT,285.8,0.76,N,306.32
59.52813,-111.52985,300.57,0.42,0.38,2025-09-13,1013,N,VIIRS,60,2.0NRT,261.63,0.9,N,300.57
61.16413,-121.81616,339.1,0.43,0.46,2025-09-09,1940,N,VIIRS,60,2.0NRT,294.43,6.88,D,339.1
59.68541,-121.87617,295.75,0.39,0.36,2025-09-06,1041,N,VIIRS,60,2.0NRT,283.2,0.7,N,295.75
52.55951,-125.50262,347.33,0.39,0.44,2025-09-08,2136,N,VIIRS,60,2.0NRT,284.32,11.28,D,347.33
47.74984,-120.50105,296.17,0.39,0.36,2025-09-13,1013,N,VIIRS,60,2.0NRT,278.46,0.51,N,296.17
62.07381,-115.75474,318.2,0.4,0.37,2025-09-08,1004,N,VIIRS,60,2.0NRT,278.93,1.79,N,318.2
42.68195,-111.59674,319.59,0.69,0.74,2025-09-14,816,N,VIIRS,60,2.0NRT,277.71,3.24,N,319.59
55.63935,-109.56994,346.78,0.5,0.41,2025-09-12,2021,N,VIIRS,60,2.0NRT,304.27,10.96,D,346.78
47.86467,-120.83047,326.04,0.38,0.36,2025-09-08,1009,N,VIIRS,60,2.0NRT,284.75,2.24,N,326.04
47.691,-120.43633,298.17,0.53,0.42,2025-09-12,1034,N,VIIRS,60,2.0NRT,287.26,1.1,N,298.17
63.7301,-122.75269,308.42,0.46,0.39,2025-09-07,1021,N,VIIRS,60,2.0NRT,279.35,1.3,N,308.42
